id,name,lat,lon
E01011472,Leeds 092B,53.7690219489677,-1.52694965369507
E01011473,Leeds 092C,53.7644539766538,-1.53441004668251
E01011474,Leeds 092D,53.7639045458384,-1.52406593277841
E01011475,Leeds 094C,53.7582409312286,-1.52892614917092
E01011476,Leeds 094D,53.756325294969,-1.5233385702435
E01011477,Leeds 045A,53.8152438511827,-1.59651933791257
E01011478,Leeds 056A,53.811353361091,-1.58463894465435
E01011479,Leeds 056B,53.8126818196347,-1.58222186593913
E01011480,Leeds 045B,53.8133639091527,-1.59214500963927
E01011481,Leeds 056C,53.8082630596733,-1.57707608488721
E01011482,Leeds 056D,53.8069815293172,-1.58520526410579
E01011483,Leeds 056E,53.8052405412704,-1.57917941678892
E01011484,Leeds 033A,53.8305507080603,-1.61019143111222
E01011485,Leeds 033B,53.8265290881414,-1.6062920384736
E01011488,Leeds 045C,53.8197957200403,-1.60481275825234
E01011489,Leeds 045D,53.8204325434746,-1.59610267339922
E01011491,Leeds 101A,53.7456596575592,-1.55368945784251
E01011492,Leeds 101B,53.7434363536686,-1.53853366704474
E01011493,Leeds 101C,53.7509371504587,-1.56554721504483
E01011494,Leeds 101D,53.7454293727791,-1.54504344132985
E01011496,Leeds 100A,53.7511999003608,-1.50939431851987
E01011497,Leeds 101E,53.7429109857777,-1.550254981362
E01011500,Leeds 105D,53.7292556322158,-1.49668270080198
E01011502,Leeds 099C,53.7498535185075,-1.51959611877452
E01011504,Leeds 032A,53.8340052253181,-1.52916752099271
E01011505,Leeds 025A,53.837356089406,-1.55225529761671
E01011506,Leeds 025B,53.8371789542725,-1.54581275735491
E01011507,Leeds 025C,53.8319061650721,-1.5487060712446
E01011508,Leeds 024A,53.8448586862787,-1.51996178774869
E01011509,Leeds 023A,53.846514768954,-1.52865707625013
E01011510,Leeds 025D,53.8450452597228,-1.54376257293718
E01011511,Leeds 023B,53.842414522426,-1.52663230719263
E01011512,Leeds 023C,53.843852621954,-1.53209297089154
E01011513,Leeds 031A,53.8373699185938,-1.56694653096916
E01011514,Leeds 025E,53.8423163915311,-1.54035605527525
