point_id,lat,lon,snap_lat,snap_lon,distance,found
E01011553,53.7288615658047,-1.5670618664672,53.7290635,-1.5674109,32.0971625438018,TRUE
E01011554,53.870352464607,-1.5587765423345,53.8692952,-1.5583387,120.949013987449,TRUE
E01011555,53.8539456657551,-1.5468163472125,53.8538953,-1.546877,6.8656588938146,TRUE
E01011556,53.8519637517289,-1.52588581408551,53.8521597,-1.5249271,66.5135407901916,TRUE
E01011557,53.8543572276312,-1.5295385700756,53.8544465,-1.529126,28.8065526370223,TRUE
E01011558,53.8487553950588,-1.53989798764872,53.8485516,-1.5398892,22.6556758786597,TRUE
E01011559,53.8469998910308,-1.5544237326875,53.8472796,-1.554541,32.0215522521413,TRUE
E01011560,53.8468516822812,-1.5600801957787,53.846797,-1.5604077,22.3153724667392,TRUE
E01011561,53.8858190690675,-1.51571623861504,53.8844323,-1.5160577,155.730314488896,TRUE
E01011562,53.8635902757769,-1.52176919899685,53.8639728,-1.5217575,42.5179653917246,TRUE
E01011563,53.8630745267051,-1.54333560071402,53.8621024,-1.5441126,119.435179709314,TRUE
E01011564,53.8596599739864,-1.55897453938442,53.8594728,-1.5598629,61.8294702695189,TRUE
E01011565,53.856828878106,-1.5350112551367,53.8566929,-1.5349206,16.2379575753092,TRUE
E01011566,53.8558219431388,-1.506818452552,53.8558178,-1.5065072,20.4072891689766,TRUE
E01011567,53.8549404264534,-1.55679874153238,53.8548399,-1.5569172,13.6052685769934,TRUE
E01011568,53.8536974657347,-1.51744246341002,53.853806,-1.5174646,12.1487081449526,TRUE
E01011569,53.9011062393512,-1.66304018062156,53.9013816,-1.6634184,39.3669047952707,TRUE
E01011570,53.8977129582359,-1.63275957157075,53.8974585,-1.6327544,28.2807265081856,TRUE
E01011571,53.8986738543766,-1.70117043718916,53.8988609,-1.7030982,127.932044390343,TRUE
E01011572,53.9040546784689,-1.6805142647265,53.9041583,-1.680519,11.5199408669883,TRUE
E01011573,53.9012357586735,-1.72242268841658,53.8998405,-1.7220389,157.082380724165,TRUE
E01011574,53.9033447900089,-1.69751564224792,53.9032755,-1.697493,7.8418088318021,TRUE
E01011576,53.8959451437034,-1.59075485875395,53.8976359,-1.5907562,187.898785013155,TRUE
E01011578,53.8674423366279,-1.6711377769197,53.8675285,-1.6711288,9.59364347876354,TRUE
E01011579,53.8566697552301,-1.67743159822586,53.8567195,-1.6774192,5.5876962571743,TRUE
